confirmedCode;date;confirmedQuantity;confirmedTotalQuantity;nameCountry;nameDataset
Confirmed-000976;2020-05-23;31;7406;Marruecos;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000977;2020-05-23;3;75;Libia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000978;2020-05-23;195;8113;Argelia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000979;2020-05-23;4;168;Mozambique;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000980;2020-05-23;43;7375;Marruecos;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000981;2020-05-23;67;2976;Senegal;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000982;2020-05-23;65;494;Etiopía;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000983;2020-05-23;40;488;Madagascar;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000984;2020-05-23;1;20;Namibia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000985;2020-05-23;31;1192;Kenia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000986;2020-05-22;1;832;Burkina Faso;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000987;2020-05-22;250;3628;Sudán;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000988;2020-05-22;62;3176;Guinea;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000989;2020-05-22;6;255;Liberia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000990;2020-05-22;21;606;Sierra Leona;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000991;2020-05-22;73;552;República Centroafricana;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000992;2020-05-22;2;1048;Túnez;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000993;2020-05-22;5;56;Zimbabue;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000994;2020-05-22;131;6617;Ghana;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000995;2020-05-22;80;2025;República Democrática del Congo;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000996;2020-05-22;10;82;Malaui;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000997;2020-05-22;44;78;Comoras;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000998;2020-05-22;245;7261;Nigeria;confirmed_cases_africa_ncov_2020-06-16
Confirmed-000999;2020-05-22;161;1728;Gabón;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001000;2020-05-22;1;72;Libia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001001;2020-05-22;15;175;Uganda;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001002;2020-05-22;40;2341;Costa de Marfil;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001003;2020-05-22;27;200;Mauritania;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001004;2020-05-22;13;937;Níger;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001005;2020-05-22;22;969;Mali;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001006;2020-05-22;9;363;Togo;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001007;2020-05-22;57;960;Guinea Ecuatorial;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001008;2020-05-22;13;282;Santo Tomé y Príncipe;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001009;2020-05-22;240;3378;Sudán;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001010;2020-05-22;112;4400;Camerún;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001011;2020-05-22;223;2270;Yibuti;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001012;2020-05-22;82;563;Sudán del Sur;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001013;2020-05-22;783;15786;Egipto;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001014;2020-05-22;988;20125;Sudáfrica;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001015;2020-05-22;1;321;Ruanda;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001016;2020-05-22;5;225;Suazilandia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001017;2020-05-22;23;611;Chad;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001018;2020-05-22;1;30;Botsuana;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001019;2020-05-22;2;164;Mozambique;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001020;2020-05-22;5;1114;Guinea-Bisáu;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001021;2020-05-22;6;362;Cabo Verde;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001022;2020-05-22;32;7332;Marruecos;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001023;2020-05-22;190;7918;Argelia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001024;2020-05-22;54;920;Zambia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001025;2020-05-22;1;2;Lesoto;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001026;2020-05-22;52;1161;Kenia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001027;2020-05-22;31;429;Etiopía;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001028;2020-05-22;43;448;Madagascar;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001029;2020-05-22;97;2909;Senegal;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001030;2020-05-22;89;7300;Marruecos;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001031;2020-05-22;1;19;Namibia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001032;2020-05-21;17;831;Burkina Faso;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001033;2020-05-21;47;3114;Guinea;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001034;2020-05-21;1;25;Gambia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001035;2020-05-21;9;249;Liberia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001036;2020-05-21;43;479;República Centroafricana;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001037;2020-05-21;1;1046;Túnez;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001038;2020-05-21;217;6486;Ghana;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001039;2020-05-21;110;1945;República Democrática del Congo;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001040;2020-05-21;339;7016;Nigeria;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001041;2020-05-21;2;60;Angola;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001042;2020-05-21;20;1109;Guinea-Bisáu;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001043;2020-05-21;11;269;Santo Tomé y Príncipe;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001044;2020-05-21;7;356;Cabo Verde;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001045;2020-05-21;15;160;Uganda;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001046;2020-05-21;70;2301;Costa de Marfil;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001047;2020-05-21;3;51;Zimbabue;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001048;2020-05-21;16;947;Mali;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001049;2020-05-21;4;924;Níger;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001050;2020-05-21;6;320;Ruanda;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001051;2020-05-21;199;481;Sudán del Sur;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001052;2020-05-21;2;71;Libia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001053;2020-05-21;774;15003;Egipto;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001054;2020-05-21;410;3138;Sudán;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001055;2020-05-21;32;173;Mauritania;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001056;2020-05-21;15;585;Sierra Leona;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001057;2020-05-21;14;354;Togo;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001058;2020-05-21;528;4288;Camerún;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001059;2020-05-21;23;588;Chad;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001060;2020-05-21;219;2047;Yibuti;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001061;2020-05-21;26;7211;Marruecos;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001062;2020-05-21;13;903;Guinea Ecuatorial;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001063;2020-05-21;5;135;Benín;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001064;2020-05-21;6;162;Mozambique;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001065;2020-05-21;21;1594;Somalia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001066;2020-05-21;80;1109;Kenia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001067;2020-05-21;186;7728;Argelia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001068;2020-05-21;3;220;Suazilandia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001069;2020-05-21;1134;19137;Sudáfrica;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001070;2020-05-21;52;7185;Marruecos;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001071;2020-05-21;98;2812;Senegal;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001072;2020-05-21;9;398;Etiopía;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001073;2020-05-21;34;405;Madagascar;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001074;2020-05-21;34;866;Zambia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001075;2020-05-21;2;18;Namibia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001076;2020-05-20;2;814;Burkina Faso;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001077;2020-05-20;140;3067;Guinea;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001078;2020-05-20;46;282;Sudán del Sur;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001079;2020-05-20;36;570;Sierra Leona;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001080;2020-05-20;18;436;República Centroafricana;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001081;2020-05-20;10;141;Mauritania;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001082;2020-05-20;18;438;República del Congo;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001083;2020-05-20;2;240;Liberia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001084;2020-05-20;204;3760;Camerún;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001085;2020-05-20;65;890;Guinea Ecuatorial;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001086;2020-05-20;6;58;Angola;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001087;2020-05-20;1;1045;Túnez;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001088;2020-05-20;13;349;Cabo Verde;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001089;2020-05-20;1;69;Libia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001090;2020-05-20;7;258;Santo Tomé y Príncipe;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001091;2020-05-20;51;1089;Guinea-Bisáu;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001092;2020-05-20;23;145;Uganda;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001093;2020-05-20;78;2231;Costa de Marfil;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001094;2020-05-20;2;340;Togo;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001095;2020-05-20;276;6677;Nigeria;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001096;2020-05-20;65;1567;Gabón;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001097;2020-05-20;173;6269;Ghana;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001098;2020-05-20;104;1835;República Democrática del Congo;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001099;2020-05-20;6;920;Níger;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001100;2020-05-20;4;29;Botsuana;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001101;2020-05-20;2;48;Zimbabue;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001102;2020-05-20;803;18003;Sudáfrica;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001103;2020-05-20;165;7542;Argelia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001104;2020-05-20;6;314;Ruanda;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001105;2020-05-20;1;72;Malaui;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001106;2020-05-20;210;1828;Yibuti;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001107;2020-05-20;30;931;Mali;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001108;2020-05-20;20;565;Chad;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001109;2020-05-20;745;14229;Egipto;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001110;2020-05-20;9;217;Suazilandia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001111;2020-05-20;10;156;Mozambique;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001112;2020-05-20;85;7133;Marruecos;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001113;2020-05-20;71;1573;Somalia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001114;2020-05-20;66;1029;Kenia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001115;2020-05-20;24;389;Etiopía;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001116;2020-05-20;25;7048;Marruecos;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001117;2020-05-20;45;371;Madagascar;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001118;2020-05-20;60;832;Zambia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001119;2020-05-20;97;2714;Senegal;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001120;2020-05-19;3;812;Burkina Faso;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001121;2020-05-19;7;418;República Centroafricana;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001122;2020-05-19;64;2927;Guinea;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001123;2020-05-19;5;238;Liberia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001124;2020-05-19;1;1044;Túnez;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001125;2020-05-19;106;825;Guinea Ecuatorial;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001126;2020-05-19;70;1502;Gabón;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001127;2020-05-19;8;336;Cabo Verde;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001128;2020-05-19;4;52;Angola;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001129;2020-05-19;178;6096;Ghana;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001130;2020-05-19;15;534;Sierra Leona;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001131;2020-05-19;102;1731;República Democrática del Congo;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001132;2020-05-19;226;6401;Nigeria;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001133;2020-05-19;137;2728;Sudán;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001134;2020-05-19;3;68;Libia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001135;2020-05-19;11;251;Santo Tomé y Príncipe;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001136;2020-05-19;6;1038;Guinea-Bisáu;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001137;2020-05-19;4;326;Madagascar;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001138;2020-05-19;34;2153;Costa de Marfil;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001139;2020-05-19;5;914;Níger;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001140;2020-05-19;8;338;Togo;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001141;2020-05-19;767;17200;Sudáfrica;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001142;2020-05-19;11;308;Ruanda;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001143;2020-05-19;720;13484;Egipto;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001144;2020-05-19;23;34;Comoras;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001145;2020-05-19;50;131;Mauritania;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001146;2020-05-19;26;545;Chad;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001147;2020-05-19;51;963;Kenia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001148;2020-05-19;176;7377;Argelia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001149;2020-05-19;27;901;Mali;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001150;2020-05-19;8;420;República del Congo;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001151;2020-05-19;3;208;Suazilandia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001152;2020-05-19;51;7023;Marruecos;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001153;2020-05-19;1;146;Mozambique;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001154;2020-05-19;100;1618;Yibuti;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001155;2020-05-19;47;1502;Somalia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001156;2020-05-19;20;6972;Marruecos;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001157;2020-05-19;13;365;Etiopía;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001158;2020-05-19;73;2617;Senegal;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001159;2020-05-19;11;772;Zambia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001160;2020-05-19;34;130;Benín;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001161;2020-05-19;183;5918;Ghana;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001162;2020-05-19;1;71;Malaui;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001163;2020-05-18;27;3556;Camerún;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001164;2020-05-18;3;809;Burkina Faso;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001165;2020-05-18;67;2863;Guinea;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001166;2020-05-18;45;411;República Centroafricana;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001167;2020-05-18;4;233;Liberia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001168;2020-05-18;91;1629;República Democrática del Congo;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001169;2020-05-18;6;1043;Túnez;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001170;2020-05-18;112;1432;Gabón;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001171;2020-05-18;216;6175;Nigeria;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001172;2020-05-18;29;719;Guinea Ecuatorial;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001173;2020-05-18;29;330;Togo;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001174;2020-05-18;918;16433;Sudáfrica;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001175;2020-05-18;5;909;Níger;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001176;2020-05-18;10;2119;Costa de Marfil;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001177;2020-05-18;19;81;Mauritania;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001178;2020-05-18;16;519;Chad;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001179;2020-05-18;2;205;Suazilandia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001180;2020-05-18;5;297;Ruanda;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001181;2020-05-18;42;1032;Guinea-Bisáu;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001182;2020-05-18;535;12764;Egipto;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001183;2020-05-18;22;6952;Marruecos;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001184;2020-05-18;14;519;Sierra Leona;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001185;2020-05-18;25;912;Kenia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001186;2020-05-18;34;1455;Somalia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001187;2020-05-18;8;145;Mozambique;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001188;2020-05-18;182;7201;Argelia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001189;2020-05-18;117;1518;Yibuti;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001190;2020-05-18;8;761;Zambia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001191;2020-05-18;18;322;Madagascar;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001192;2020-05-18;35;352;Etiopía;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001193;2020-05-18;60;6930;Marruecos;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001194;2020-05-18;64;2544;Senegal;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001195;2020-05-17;10;806;Burkina Faso;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001196;2020-05-17;96;690;Guinea Ecuatorial;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001197;2020-05-17;51;3529;Camerún;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001198;2020-05-17;69;2796;Guinea;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001199;2020-05-17;30;366;República Centroafricana;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001200;2020-05-17;3;229;Liberia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001201;2020-05-17;14;874;Mali;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001202;2020-05-17;83;1538;República Democrática del Congo;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001203;2020-05-17;2;46;Zimbabue;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001204;2020-05-17;302;2591;Sudán;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001205;2020-05-17;338;5959;Nigeria;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001206;2020-05-17;48;2109;Costa de Marfil;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001207;2020-05-17;3;301;Togo;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001208;2020-05-17;1160;15515;Sudáfrica;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001209;2020-05-17;15;904;Níger;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001210;2020-05-17;22;62;Mauritania;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001211;2020-05-17;29;503;Chad;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001212;2020-05-17;3;292;Ruanda;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001213;2020-05-17;21;990;Guinea-Bisáu;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001214;2020-05-17;5;70;Malaui;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001215;2020-05-17;510;12229;Egipto;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001216;2020-05-17;57;887;Kenia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001217;2020-05-17;1;203;Suazilandia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001218;2020-05-17;8;137;Mozambique;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001219;2020-05-17;43;505;Sierra Leona;confirmed_cases_africa_ncov_2020-06-16
