confirmedCode;date;confirmedQuantity;confirmedTotalQuantity;nameCountry;nameDataset
Confirmed-002471;2020-04-11;13;318;Nigeria;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002472;2020-04-11;11;234;República Democrática del Congo;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002473;2020-04-11;1;14;Zimbabue;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002474;2020-04-11;2;14;Suazilandia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002475;2020-04-11;1;8;Cabo Verde;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002476;2020-04-11;53;533;Costa de Marfil;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002477;2020-04-11;1;39;Guinea-Bisáu;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002478;2020-04-11;10;70;República del Congo;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002479;2020-04-11;3;49;Gabón;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002480;2020-04-11;1;319;Mauricio;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002481;2020-04-11;43;491;Níger;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002482;2020-04-11;145;1939;Egipto;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002483;2020-04-11;1;4;Sudán del Sur;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002484;2020-04-11;18;105;Mali;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002485;2020-04-11;2;19;Sudán;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002486;2020-04-11;2;5;Burundi;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002487;2020-04-11;2;120;Ruanda;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002488;2020-04-11;25;2028;Sudáfrica;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002489;2020-04-11;18;1545;Marruecos;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002490;2020-04-11;2;10;Sierra Leona;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002491;2020-04-11;14;685;Túnez;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002492;2020-04-11;5;9;Gambia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002493;2020-04-11;64;1825;Argelia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002494;2020-04-11;3;12;Malaui;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002495;2020-04-11;2;191;Kenia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002496;2020-04-11;79;1527;Marruecos;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002497;2020-04-11;37;187;Yibuti;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002498;2020-04-11;4;69;Etiopía;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002499;2020-04-11;13;278;Senegal;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002500;2020-04-10;36;484;Burkina Faso;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002501;2020-04-10;2;17;Sudán;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002502;2020-04-10;11;48;Liberia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002503;2020-04-10;30;408;Ghana;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002504;2020-04-10;38;250;Guinea;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002505;2020-04-10;8;223;República Democrática del Congo;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002506;2020-04-10;9;35;Benín;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002507;2020-04-10;36;480;Costa de Marfil;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002508;2020-04-10;2;38;Guinea-Bisáu;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002509;2020-04-10;2;46;Gabón;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002510;2020-04-10;17;305;Nigeria;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002511;2020-04-10;3;20;Mozambique;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002512;2020-04-10;4;318;Mauricio;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002513;2020-04-10;5;118;Ruanda;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002514;2020-04-10;38;448;Níger;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002515;2020-04-10;28;671;Túnez;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002516;2020-04-10;2;13;Zimbabue;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002517;2020-04-10;17;820;Camerún;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002518;2020-04-10;95;1794;Egipto;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002519;2020-04-10;1;8;Sierra Leona;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002520;2020-04-10;1;34;Eritrea;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002521;2020-04-10;17;1448;Marruecos;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002522;2020-04-10;13;87;Mali;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002523;2020-04-10;95;1761;Argelia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002524;2020-04-10;1;9;Malaui;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002525;2020-04-10;7;32;Tanzania;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002526;2020-04-10;3;76;Togo;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002527;2020-04-10;1;40;Zambia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002528;2020-04-10;69;2003;Sudáfrica;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002529;2020-04-10;5;189;Kenia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002530;2020-04-10;10;150;Yibuti;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002531;2020-04-10;57;1431;Marruecos;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002532;2020-04-10;9;65;Etiopía;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002533;2020-04-10;15;265;Senegal;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002534;2020-04-09;3;36;Guinea-Bisáu;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002535;2020-04-09;9;102;Madagascar;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002536;2020-04-09;5;448;Burkina Faso;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002537;2020-04-09;18;212;Guinea;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002538;2020-04-09;9;21;Somalia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002539;2020-04-09;6;37;Liberia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002540;2020-04-09;73;803;Camerún;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002541;2020-04-09;65;378;Ghana;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002542;2020-04-09;3;24;Libia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002543;2020-04-09;60;444;Costa de Marfil;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002544;2020-04-09;1;11;Chad;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002545;2020-04-09;8;215;República Democrática del Congo;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002546;2020-04-09;1;11;República Centroafricana;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002547;2020-04-09;1;15;Sudán;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002548;2020-04-09;15;74;Mali;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002549;2020-04-09;94;1666;Argelia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002550;2020-04-09;41;314;Mauricio;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002551;2020-04-09;12;288;Nigeria;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002552;2020-04-09;10;44;Gabón;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002553;2020-04-09;3;113;Ruanda;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002554;2020-04-09;68;410;Níger;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002555;2020-04-09;89;1934;Sudáfrica;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002556;2020-04-09;15;643;Túnez;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002557;2020-04-09;139;1699;Egipto;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002558;2020-04-09;3;73;Togo;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002559;2020-04-09;28;1374;Marruecos;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002560;2020-04-09;1;3;Sudán del Sur;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002561;2020-04-09;5;184;Kenia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002562;2020-04-09;1;7;Mauritania;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002563;2020-04-09;5;140;Yibuti;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002564;2020-04-09;6;250;Senegal;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002565;2020-04-09;1;56;Etiopía;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002566;2020-04-09;71;1346;Marruecos;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002567;2020-04-09;7;13;Botsuana;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002568;2020-04-09;33;1275;Marruecos;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002569;2020-04-08;29;443;Burkina Faso;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002570;2020-04-08;30;194;Guinea;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002571;2020-04-08;24;207;República Democrática del Congo;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002572;2020-04-08;45;730;Camerún;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002573;2020-04-08;5;628;Túnez;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002574;2020-04-08;1;10;República Centroafricana;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002575;2020-04-08;5;110;Ruanda;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002576;2020-04-08;2;19;Angola;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002577;2020-04-08;1;7;Sierra Leona;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002578;2020-04-08;5;273;Mauricio;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002579;2020-04-08;1;34;Gabón;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002580;2020-04-08;22;276;Nigeria;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002581;2020-04-08;64;342;Níger;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002582;2020-04-08;2;18;Guinea Ecuatorial;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002583;2020-04-08;96;1845;Sudáfrica;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002584;2020-04-08;110;1560;Egipto;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002585;2020-04-08;104;1572;Argelia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002586;2020-04-08;1;53;Uganda;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002587;2020-04-08;35;384;Costa de Marfil;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002588;2020-04-08;2;33;Eritrea;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002589;2020-04-08;4;12;Somalia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002590;2020-04-08;17;31;Liberia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002591;2020-04-08;7;17;Mozambique;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002592;2020-04-08;1;25;Tanzania;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002593;2020-04-08;14;135;Yibuti;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002594;2020-04-08;7;179;Kenia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002595;2020-04-08;3;59;Mali;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002596;2020-04-08;26;313;Ghana;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002597;2020-04-08;2;12;Suazilandia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002598;2020-04-08;5;70;Togo;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002599;2020-04-08;5;93;Madagascar;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002600;2020-04-08;58;1242;Marruecos;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002601;2020-04-08;7;244;Senegal;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002602;2020-04-07;30;414;Burkina Faso;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002603;2020-04-07;20;164;Guinea;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002604;2020-04-07;2;21;Libia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002605;2020-04-07;3;55;Etiopía;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002606;2020-04-07;1;11;Zimbabue;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002607;2020-04-07;3;183;República Democrática del Congo;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002608;2020-04-07;1;17;Angola;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002609;2020-04-07;25;278;Níger;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002610;2020-04-07;1;2;Sudán del Sur;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002611;2020-04-07;27;623;Túnez;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002612;2020-04-07;16;254;Nigeria;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002613;2020-04-07;6;88;Madagascar;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002614;2020-04-07;26;349;Costa de Marfil;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002615;2020-04-07;128;1450;Egipto;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002616;2020-04-07;3;33;Gabón;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002617;2020-04-07;45;1468;Argelia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002618;2020-04-07;2;14;Sudán;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002619;2020-04-07;1;8;Somalia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002620;2020-04-07;43;1184;Marruecos;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002621;2020-04-07;24;268;Mauricio;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002622;2020-04-07;7;65;Togo;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002623;2020-04-07;27;685;Camerún;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002624;2020-04-07;9;56;Mali;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002625;2020-04-07;63;1749;Sudáfrica;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002626;2020-04-07;14;172;Kenia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002627;2020-04-07;31;121;Yibuti;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002628;2020-04-07;3;8;Malaui;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002629;2020-04-07;11;237;Senegal;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002630;2020-04-07;21;1141;Marruecos;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002631;2020-04-07;73;287;Ghana;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002632;2020-04-06;20;384;Burkina Faso;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002633;2020-04-06;11;60;República del Congo;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002634;2020-04-06;16;144;Guinea;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002635;2020-04-06;1;19;Libia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002636;2020-04-06;1;10;Chad;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002637;2020-04-06;6;58;Togo;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002638;2020-04-06;8;52;Etiopía;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002639;2020-04-06;19;180;República Democrática del Congo;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002640;2020-04-06;4;4;Santo Tomé y Príncipe;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002641;2020-04-06;1;10;Zimbabue;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002642;2020-04-06;4;26;Benín;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002643;2020-04-06;15;33;Guinea-Bisáu;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002644;2020-04-06;31;1686;Sudáfrica;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002645;2020-04-06;6;238;Nigeria;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002646;2020-04-06;2;16;Angola;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002647;2020-04-06;69;253;Níger;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002648;2020-04-06;149;1322;Egipto;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002649;2020-04-06;62;323;Costa de Marfil;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002650;2020-04-06;17;244;Mauricio;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002651;2020-04-06;6;30;Gabón;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002652;2020-04-06;22;596;Túnez;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002653;2020-04-06;103;1423;Argelia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002654;2020-04-06;2;31;Eritrea;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002655;2020-04-06;1;105;Ruanda;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002656;2020-04-06;10;82;Madagascar;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002657;2020-04-06;7;1120;Marruecos;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002658;2020-04-06;1;11;Seychelles;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002659;2020-04-06;31;90;Yibuti;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002660;2020-04-06;1;14;Liberia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002661;2020-04-06;4;24;Tanzania;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002662;2020-04-06;1;10;Suazilandia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002663;2020-04-06;1;5;Malaui;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002664;2020-04-06;16;158;Kenia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002665;2020-04-06;2;47;Mali;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002666;2020-04-06;1;44;Etiopía;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002667;2020-04-06;4;226;Senegal;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002668;2020-04-06;92;1113;Marruecos;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002669;2020-04-06;8;658;Camerún;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002670;2020-04-05;19;364;Burkina Faso;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002671;2020-04-05;7;128;Guinea;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002672;2020-04-05;8;52;Togo;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002673;2020-04-05;8;232;Nigeria;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002674;2020-04-05;4;49;República del Congo;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002675;2020-04-05;7;161;República Democrática del Congo;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002676;2020-04-05;4;14;Angola;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002677;2020-04-05;31;1021;Marruecos;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002678;2020-04-05;40;184;Níger;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002679;2020-04-05;1;72;Madagascar;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002680;2020-04-05;1;18;Libia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002681;2020-04-05;2;104;Ruanda;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002682;2020-04-05;6;22;Benín;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002683;2020-04-05;31;227;Mauricio;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002684;2020-04-05;2;6;Sierra Leona;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002685;2020-04-05;4;52;Uganda;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002686;2020-04-05;95;650;Camerún;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002687;2020-04-05;70;1655;Sudáfrica;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002688;2020-04-05;16;261;Costa de Marfil;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002689;2020-04-05;2;12;Sudán;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002690;2020-04-05;21;574;Túnez;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002691;2020-04-05;4;45;Mali;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002692;2020-04-05;3;44;Togo;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002693;2020-04-05;3;24;Gabón;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002694;2020-04-05;103;1173;Egipto;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002695;2020-04-05;29;990;Marruecos;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002696;2020-04-05;2;6;Botsuana;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002697;2020-04-05;69;1320;Argelia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002698;2020-04-05;42;961;Marruecos;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002699;2020-04-05;3;13;Liberia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002700;2020-04-05;16;142;Kenia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002701;2020-04-05;8;59;Yibuti;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002702;2020-04-05;1;1;Sudán del Sur;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002703;2020-04-05;10;224;Nigeria;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002704;2020-04-05;3;222;Senegal;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002705;2020-04-05;5;43;Etiopía;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002706;2020-04-05;2;16;Namibia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002707;2020-04-05;36;919;Marruecos;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002708;2020-04-05;5;214;Nigeria;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002709;2020-04-05;9;214;Ghana;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002710;2020-04-04;27;345;Burkina Faso;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002711;2020-04-04;10;121;Guinea;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002712;2020-04-04;46;555;Camerún;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002713;2020-04-04;6;154;República Democrática del Congo;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002714;2020-04-04;1;71;Madagascar;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002715;2020-04-04;3;18;Guinea-Bisáu;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002716;2020-04-04;1;9;República Centroafricana;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002717;2020-04-04;24;144;Níger;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002718;2020-04-04;13;102;Ruanda;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002719;2020-04-04;2;10;Angola;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002720;2020-04-04;10;196;Mauricio;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002721;2020-04-04;2;4;Sierra Leona;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002722;2020-04-04;80;1585;Sudáfrica;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002723;2020-04-04;27;245;Costa de Marfil;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002724;2020-04-04;80;1251;Argelia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002725;2020-04-04;2;10;Sudán;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002726;2020-04-04;1;51;Yibuti;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002727;2020-04-04;6;17;Libia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002728;2020-04-04;7;29;Eritrea;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002729;2020-04-04;85;1070;Egipto;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002730;2020-04-04;58;553;Túnez;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002731;2020-04-04;25;883;Marruecos;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002732;2020-04-04;2;41;Mali;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002733;2020-04-04;4;45;República del Congo;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002734;2020-04-04;14;858;Marruecos;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002735;2020-04-04;3;10;Liberia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002736;2020-04-04;1;41;Togo;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002737;2020-04-04;3;38;Etiopía;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002738;2020-04-04;12;219;Senegal;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002739;2020-04-04;1;50;Yibuti;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002740;2020-04-04;1;4;Malaui;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002741;2020-04-04;4;126;Kenia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002742;2020-04-04;83;844;Marruecos;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002743;2020-04-04;3;18;Eritrea;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002744;2020-04-03;16;318;Burkina Faso;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002745;2020-04-03;5;70;Madagascar;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002746;2020-04-03;38;111;Guinea;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002747;2020-04-03;14;148;República Democrática del Congo;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002748;2020-04-03;1;7;Cabo Verde;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002749;2020-04-03;19;209;Nigeria;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002750;2020-04-03;24;218;Costa de Marfil;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002751;2020-04-03;6;15;Guinea-Bisáu;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002752;2020-04-03;22;120;Níger;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002753;2020-04-03;1;9;Chad;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002754;2020-04-03;17;186;Mauricio;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002755;2020-04-03;3;48;Uganda;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002756;2020-04-03;5;89;Ruanda;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002757;2020-04-03;185;1171;Argelia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002758;2020-04-03;203;509;Camerún;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002759;2020-04-03;40;495;Túnez;confirmed_cases_africa_ncov_2020-06-16
Confirmed-002760;2020-04-03;120;985;Egipto;confirmed_cases_africa_ncov_2020-06-16
